lease_id,cmu_name,grow_area_name,grow_area_type,waterbody,rainfall_desc,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
L-918,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17131557,-83.08531306
L-919,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17076662,-83.08527518
L-920,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17021769,-83.08523735
L-921,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16966875,-83.08519948
L-922,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16911981,-83.08516163
L-924,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16802192,-83.08508591
L-925,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16747298,-83.08504805
L-971,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17058384,-83.08871524
L-972,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1700349,-83.08867737
L-973,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16948596,-83.08863949
L-974,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16893702,-83.08860161
L-977,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16729019,-83.08848799
L-988,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17048409,-83.09059162
L-989,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16993516,-83.09055373
L-990,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16938621,-83.09051585
L-991,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16883727,-83.090478
L-992,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16828834,-83.09044008
L-993,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1677394,-83.09040219
L-994,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17039264,-83.09231163
L-995,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1698437,-83.09227373
L-996,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16929476,-83.09223584
L-997,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16874582,-83.09219794
L-998,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16819688,-83.09216005
L-999,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16764794,-83.09212215
D-374,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38634937,-83.22422774
D-387,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37944819,-83.22209792
D-361,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38412552,-83.22159011
D-362,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38359467,-83.22142629
D-418,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38017982,-83.22622605
C-1004,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78751796,-82.23606393
C-110,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78592949,-82.23584677
C-111,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78536155,-82.23583474
C-112,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78479356,-82.23582318
LE-124,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78195357,-82.23576534
C-125,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.78311553,-82.23420506
LE-137,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77847312,-82.23393569
LE-131,479_58,GASPARILLA SOUND,AUZ, ,"3 days >6.97"" Gasparilla WWTP",3,6.97,NO,26.77987963,-82.23457743
LE-100,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58080282,-82.13650605
LE-101,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58000243,-82.13625251
LE-102,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57920204,-82.13599898
LE-104,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57760126,-82.13549193
LE-106,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57600047,-82.13498489
LE-107,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57520008,-82.13473138
LE-108,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57439968,-82.13447787
LE-110,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58107034,-82.13546136
LE-111,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58026995,-82.13520783
LE-112,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57946955,-82.13495431
LE-113,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57866916,-82.13470079
LE-114,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57786877,-82.13444727
LE-115,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57706837,-82.13419376
LE-116,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57626798,-82.13394024
LE-117,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57546758,-82.13368674
LE-119,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57386679,-82.13317973
LE-1002,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57866446,-82.13808772
LE-1013,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57813161,-82.13678952
LE-1004,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57706369,-82.13758064
LE-1006,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57546291,-82.13707357
LE-1016,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57573043,-82.13602893
LE-1008,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57386213,-82.13656652
LE-1018,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57412965,-82.13552189
LE-1009,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57306174,-82.136313
LE-1019,425_62,SOUTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.57332926,-82.13526838
CC-23,271_66,WHITEHORSE KEY,AUZ, ,"2 days >3.50"" NOAA",2,3.5,NO,25.85163116,-81.56439083
D-207,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39396836,-83.24030856
D-208,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39397352,-83.23988474
D-209,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39397866,-83.23946091
D-210,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39398382,-83.23903709
D-211,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39398896,-83.23861326
D-212,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3939941,-83.23818944
D-213,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39399924,-83.23776562
D-214,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39400438,-83.23734179
D-215,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39400952,-83.23691797
D-216,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39401467,-83.23649415
D-217,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3940198,-83.23607035
D-218,291_25,SHIRED REEF,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.39402494,-83.23564652
B-101,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.90151551,-80.49554143
B-104,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89826783,-80.49433003
B-111,391_74,BODY F,AUZ, ,"2 days >3.05"" NOAA",2,3.05,NO,27.89695768,-80.49360216
IR-107,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82451005,-80.45294012
IR-112,372_72,INDIAN RIVER,AUZ, ,"2 days >2.54"" NOAA",2,2.54,NO,27.82456019,-80.45099165
D-041,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40527427,-83.26181308
D-042,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40513531,-83.26130341
D-045,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40471845,-83.25977438
D-046,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.4045795,-83.2592647
D-047,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40444055,-83.25875503
D-048,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40430158,-83.25824537
D-049,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40416262,-83.25773568
D-050,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40402367,-83.25722601
D-051,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40388469,-83.25671636
D-053,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40360675,-83.25569704
D-054,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40346781,-83.25518744
D-055,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40332874,-83.25467782
D-056,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40318983,-83.25416806
D-057,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40305085,-83.2536584
D-058,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40291188,-83.25314874
D-059,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.4027729,-83.25263908
D-062,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40235595,-83.25111012
D-063,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40221695,-83.25060047
D-064,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40207795,-83.25009083
D-103,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40142311,-83.24512602
D-104,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40142089,-83.24459223
D-105,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40141867,-83.24405845
D-107,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40141423,-83.24299087
V-001,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86506048,-80.83073996
V-002,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86488128,-80.83063714
V-003,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86470208,-80.83053431
V-005,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86434372,-80.83032864
V-006,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86408721,-80.83018144
V-007,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86375337,-80.82998988
V-010,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86298385,-80.82954826
V-011,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86280465,-80.82944544
V-012,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86262546,-80.82934262
V-013,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86244629,-80.82923978
V-014,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86226707,-80.82913699
V-020,200_82,VOLUSIA COUNTY,AUZ, ,"2 day >5.37"" Vol Cty SE Water Reclamation",2,5.37,NO,28.86011731,-80.82768202
V-021,200_82,VOLUSIA COUNTY,AUZ, ,"2 day >5.37"" Vol Cty SE Water Reclamation",2,5.37,NO,28.85996387,-80.82759402
V-022,200_82,VOLUSIA COUNTY,AUZ, ,"2 day >5.37"" Vol Cty SE Water Reclamation",2,5.37,NO,28.85981047,-80.82750595
V-023,200_82,VOLUSIA COUNTY,AUZ, ,"2 day >5.37"" Vol Cty SE Water Reclamation",2,5.37,NO,28.85966997,-80.82740651
V-024,200_82,VOLUSIA COUNTY,AUZ, ,"2 day >5.37"" Vol Cty SE Water Reclamation",2,5.37,NO,28.85950364,-80.8273299
V-009,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86316303,-80.8296511
V008-A,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.863503,-80.82984616
V008-B,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86333611,-80.82975039
V016-A,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86173435,-80.82860988
LE-2008,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58868899,-82.1545083
LE-2007,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58913223,-82.15472896
LE-2003,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59090513,-82.15561137
LE-2001,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59179157,-82.1560526
L-936,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17561572,-83.08733606
L-938,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17451784,-83.08726031
L-949,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16847948,-83.08684376
L-975,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16838807,-83.08856374
L-976,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16783915,-83.08852605
D-373,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38688023,-83.22439156
D-375,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38581852,-83.22406389
D-376,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38528766,-83.22390005
D-377,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38475679,-83.22373621
D-378,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38422594,-83.22357237
D-379,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38369508,-83.22340855
D-380,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38316422,-83.22324471
D-381,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38263311,-83.22308053
D-382,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3821025,-83.22291705
D-383,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38157164,-83.22275322
D-384,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38104078,-83.2225894
D-385,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38050992,-83.22242557
D-386,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37997905,-83.22226175
D-388,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37891733,-83.22193411
D-389,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37838648,-83.22177029
D-390,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37785561,-83.22160648
D-355,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38731068,-83.2225731
D-356,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38677983,-83.22240926
D-357,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38624898,-83.22224542
D-358,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38571811,-83.22208159
D-359,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38518725,-83.22191777
D-360,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38465631,-83.22175083
D-363,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3830638,-83.22126246
D-364,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38253293,-83.22109864
D-365,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38200208,-83.22093484
D-366,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38147121,-83.22077103
D-367,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38094035,-83.22060723
D-368,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38040948,-83.22044341
D-369,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37987861,-83.2202796
D-370,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37934776,-83.22011579
D-371,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3788169,-83.21995199
D-372,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37828603,-83.21978818
D-337,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38774113,-83.22075461
D-338,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38721027,-83.2205908
D-339,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3866794,-83.22042698
D-340,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38614855,-83.22026316
D-341,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38561764,-83.22009929
D-343,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38455595,-83.21977169
D-344,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38402508,-83.21960789
D-345,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38349422,-83.21944407
D-346,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38296335,-83.21928026
D-347,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38243249,-83.21911644
D-348,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38190162,-83.21895264
D-349,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38137076,-83.21878883
D-350,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38083988,-83.21862519
D-353,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37924729,-83.21813362
D-352,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37977815,-83.21829741
D-354,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37871643,-83.21796982
D-336,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3791468,-83.21615149
D-335,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.37967767,-83.21631528
D-334,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38020852,-83.21647906
D-333,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3807394,-83.21664286
D-332,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38127027,-83.21680665
D-331,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38180114,-83.21697045
D-330,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38233201,-83.21713425
D-329,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38286287,-83.21729805
D-328,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38339375,-83.21746185
D-327,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38392462,-83.21762565
D-326,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38445548,-83.21778946
D-325,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38498634,-83.21795326
D-324,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38551721,-83.21811708
D-323,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38604808,-83.21828088
D-322,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38657895,-83.21844469
D-321,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38710981,-83.21860849
D-320,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38764068,-83.21877229
D-319,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38817154,-83.21893611
D-301,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38860193,-83.21711761
D-302,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38807106,-83.2169538
D-303,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.3875402,-83.21679
D-304,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38700933,-83.2166262
D-305,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38647846,-83.21646239
D-306,291_25,PINE ISLAND,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.38594759,-83.21629859
