HA_CLASS,rainfall_thresh_in,datetime_uct,valid_period_hrs,pop12_perc,qpf_in,prob_close_perc,flag
BS_3,2.5,2020-10-10,24,0,0,69.8,testing
BS_5,2.5,2020-10-10,24,0,0,29.4,testing
BS_8,2.5,2020-10-10,24,0,0,90.5,testing
BS_9,3,2020-10-10,24,0,0,35.5,testing
BS_11,3,2020-10-10,24,0,0,35.7,testing
BS_13,3,2020-10-10,24,0,0,64.9,testing
BS_12,2.5,2020-10-10,24,0,0,29.4,testing
MU_13,3,2020-10-10,24,0,0,90.5,testing
Neuse_7,4,2020-10-10,24,0,0,51.9,testing
JB_3,4,2020-10-10,24,0,0,86.3,testing
PAM_6,4,2020-10-10,24,0,0,24.1,testing
PAM_7,4,2020-10-10,24,0,0,31.3,testing
NB_6,4,2020-10-10,24,0,0,80.4,testing
NPT_3,1.5,2020-10-10,24,0,0,86.9,testing
NH_6,2,2020-10-10,24,1,0,98.6,testing
NR_1,1.5,2020-10-10,24,0,0,79.2,testing
Sandy_1,4,2020-10-10,24,0,0,96.6,testing
Onsl_2,3,2020-10-10,24,0,0,77.2,testing
NH_3,3,2020-10-10,24,1,0,32.3,testing
Onsl_3,3,2020-10-10,24,0,0,41.7,testing
CL_4A,4,2020-10-10,24,0,0,55.2,testing
OBX_4A,4,2020-10-10,24,0,0,50.9,testing
OBX_4B,4,2020-10-10,24,0,0,34.1,testing
Stump_1,4,2020-10-10,24,0,0,59.2,testing
OBX_9B,4,2020-10-10,24,0,0,44.5,testing
BS_14,2.5,2020-10-10,24,0,0,41.7,testing
OBX_9A,4,2020-10-10,24,0,0,52.2,testing
OBX_10A,4,2020-10-10,24,0,0,61.4,testing
NR_8B,3,2020-10-10,24,0,0,63,testing
NR_6,1.5,2020-10-10,24,0,0,33.6,testing
BS_1,2.5,2020-10-10,24,0,0,23,testing
BS_10,2.5,2020-10-10,24,0,0,42,testing
PAM_1,4,2020-10-10,48,4,0,70.9,testing
Pungo_1,4,2020-10-10,48,4,0,54.2,testing
Hyde_6,4,2020-10-10,48,4,0,66.2,testing
OBX_3,4,2020-10-10,48,2,0,28.9,testing
Bruns_1,1,2020-10-10,48,8,0,38.9,testing
Bruns_2,1,2020-10-10,48,7,0,45,testing
Bruns_7,1,2020-10-10,48,7,0,22.2,testing
Bruns_8,4,2020-10-10,48,7,0,77,testing
NHP_2,3,2020-10-10,48,7,0,45.6,testing
PAM_6A,4,2020-10-10,48,4,0,54.9,testing
NR_5,1.5,2020-10-10,48,4,0,64.9,testing
NR_9,4,2020-10-10,48,4,0,26.8,testing
JB_1A,2,2020-10-10,48,4,0,87.6,testing
CL_3,4,2020-10-10,48,4,0,68.1,testing
Bruns_3,1.5,2020-10-10,48,7,0,44.3,testing
Bruns_4A,2,2020-10-10,48,7,0,73.9,testing
NH_1,2,2020-10-10,48,7,0,40.8,testing
NH_5,3,2020-10-10,48,7,0,21.5,testing
NH_7,2,2020-10-10,48,7,0,35.2,testing
PND_2,3,2020-10-10,48,7,0,97.7,testing
PND_4,3,2020-10-10,48,7,0,38.6,testing
PND_3,2.5,2020-10-10,48,7,0,22.4,testing
NHP_1,2.5,2020-10-10,48,7,0,21.6,testing
Onsl_6A,1.5,2020-10-10,48,3,0,47.7,testing
MU_2,1.5,2020-10-10,48,3,0,84.6,testing
MU_3,3,2020-10-10,48,3,0,92.3,testing
MU_1,1.5,2020-10-10,48,3,0,46.7,testing
MU_4,1.5,2020-10-10,48,3,0,26.3,testing
MU_6B,3,2020-10-10,48,3,0,28.5,testing
MU_6C,3,2020-10-10,48,3,0,32.9,testing
MU_8,1.5,2020-10-10,48,3,0,56.9,testing
MU_5B,1.5,2020-10-10,48,3,0,82.5,testing
MU_9,3,2020-10-10,48,3,0,63.3,testing
MU_6A,3,2020-10-10,48,3,0,42.9,testing
MU_15A,1.5,2020-10-10,48,3,0,24,testing
MU_16A,2,2020-10-10,48,3,0,79.1,testing
MU_17,3,2020-10-10,48,3,0,33.7,testing
BS_13B,3,2020-10-10,48,3,0,31.3,testing
BS_6,3,2020-10-10,48,3,0,76.8,testing
BS_7,2.5,2020-10-10,48,3,0,94.1,testing
BS_15,3,2020-10-10,48,3.67,0,30.8,testing
PAM_6B,4,2020-10-10,48,4,0,49.9,testing
OBX_1,4,2020-10-10,48,2,0,63.3,testing
PAM_2,4,2020-10-10,48,4,0,95.6,testing
PAM_4,4,2020-10-10,48,4,0,78.6,testing
PAM_5,4,2020-10-10,48,4,0,36.5,testing
Hyde_3,4,2020-10-10,48,4,0,53.5,testing
Neuse_2,4,2020-10-10,48,4,0,79.8,testing
Neuse_3,4,2020-10-10,48,4,0,33.9,testing
Neuse_6,4,2020-10-10,48,4,0,34.5,testing
Neuse_4,4,2020-10-10,48,4,0,22.4,testing
Neuse_1,4,2020-10-10,48,4,0,38.4,testing
Neuse_8,4,2020-10-10,48,4,0,29,testing
PAM_3,4,2020-10-10,48,4,0,60.1,testing
Hyde_5,4,2020-10-10,48,4,0,47.2,testing
Hyde_4,4,2020-10-10,48,4,0,65.2,testing
Hyde_2,4,2020-10-10,48,4,0,20.9,testing
Hyde_1,4,2020-10-10,48,3.54,0,45.1,testing
LS_1,4,2020-10-10,48,3,0,41.2,testing
OBX_2,4,2020-10-10,48,2,0,57.9,testing
OBX_5A,4,2020-10-10,48,3,0,74.8,testing
OBX_6,4,2020-10-10,48,3.25,0,56.7,testing
OBX_5,4,2020-10-10,48,2.22,0,62.9,testing
CL_4B,4,2020-10-10,48,4,0,89.8,testing
CL_2,4,2020-10-10,48,4,0,59,testing
OBX_7,4,2020-10-10,48,4,0,98.1,testing
OBX_8,4,2020-10-10,48,4,0,36.8,testing
OBX_10B,4,2020-10-10,48,4,0,43.4,testing
CL_1,4,2020-10-10,48,4,0,72.5,testing
NB_4,2,2020-10-10,48,4,0,49.4,testing
NB_3,2,2020-10-10,48,4,0,68.9,testing
NB_1,1.5,2020-10-10,48,4,0,87.1,testing
NB_2,2,2020-10-10,48,4,0,94.7,testing
NB_5,4,2020-10-10,48,4,0,27.8,testing
JB_2,2,2020-10-10,48,4,0,36.4,testing
JB_1,2,2020-10-10,48,4,0,34.2,testing
NR_2,1.5,2020-10-10,48,4,0,85.9,testing
NR_8A,3,2020-10-10,48,4,0,60,testing
NR_10,4,2020-10-10,48,4,0,81.9,testing
JB_4,4,2020-10-10,48,4,0,34.2,testing
NR_3,1.5,2020-10-10,48,4,0,42.6,testing
NR_4,1.5,2020-10-10,48,4,0,83.5,testing
NR_7,1.5,2020-10-10,48,4,0,60.6,testing
NPT_1,1,2020-10-10,48,4,0,53.5,testing
NPT_2A,1,2020-10-10,48,4,0,92.2,testing
NPT_2B,1,2020-10-10,48,4,0,85.2,testing
NPT_4,1.5,2020-10-10,48,4,0,81.1,testing
NPT_5,1.5,2020-10-10,48,4,0,74.7,testing
Bruns_3A,1.5,2020-10-10,48,7,0,62.5,testing
Bruns_4,2.5,2020-10-10,48,7,0,90.5,testing
Bruns_5,2,2020-10-10,48,0,0,82.6,testing
Bruns_6,2,2020-10-10,48,7,0,63,testing
NH_2,2,2020-10-10,48,7,0,34.7,testing
NH_4,2.5,2020-10-10,48,7,0,40,testing
PND_1,2.5,2020-10-10,48,7,0,95.8,testing
PND_5,2.5,2020-10-10,48,7,0,87.3,testing
PND_6,3,2020-10-10,48,7,0,91.6,testing
Onsl_7,1.5,2020-10-10,48,7,0,65.3,testing
Onsl_6B,1.5,2020-10-10,48,3.33,0,32.6,testing
Onsl_5,1.5,2020-10-10,48,3,0,69.9,testing
Onsl_4,1.5,2020-10-10,48,3,0,44.5,testing
Onsl_1,3,2020-10-10,48,3,0,42,testing
MU_5A,1.5,2020-10-10,48,3,0,41.2,testing
MU_7,1.5,2020-10-10,48,3,0,74.9,testing
MU_10,3,2020-10-10,48,3,0,63.3,testing
MU_11,1,2020-10-10,48,3,0,33.2,testing
MU_12,1.5,2020-10-10,48,3,0,76.2,testing
MU_14,3,2020-10-10,48,3,0,54.2,testing
MU_15,1.5,2020-10-10,48,3,0,36.6,testing
MU_16B,2,2020-10-10,48,3,0,47.8,testing
BS_2,3,2020-10-10,48,3,0,97.9,testing
BS_4,3,2020-10-10,48,3,0,23.7,testing
BS_3,2.5,2020-10-10,48,3,0,91.5,testing
BS_5,2.5,2020-10-10,48,3,0,85.7,testing
BS_8,2.5,2020-10-10,48,3,0,97.7,testing
BS_9,3,2020-10-10,48,3,0,95.1,testing
BS_11,3,2020-10-10,48,3,0,29.2,testing
BS_13,3,2020-10-10,48,3,0,41.3,testing
BS_12,2.5,2020-10-10,48,3,0,97.1,testing
MU_13,3,2020-10-10,48,3,0,70.6,testing
Neuse_7,4,2020-10-10,48,4,0,37.3,testing
JB_3,4,2020-10-10,48,4,0,83.7,testing
PAM_6,4,2020-10-10,48,4,0,29.4,testing
PAM_7,4,2020-10-10,48,4,0,62.8,testing
NB_6,4,2020-10-10,48,4,0,90,testing
NPT_3,1.5,2020-10-10,48,4,0,79.8,testing
NH_6,2,2020-10-10,48,7,0,96.8,testing
NR_1,1.5,2020-10-10,48,4,0,44.6,testing
Sandy_1,4,2020-10-10,48,2.94,0,75.8,testing
Onsl_2,3,2020-10-10,48,3,0,46,testing
NH_3,3,2020-10-10,48,7,0,60.7,testing
Onsl_3,3,2020-10-10,48,3,0,44.7,testing
CL_4A,4,2020-10-10,48,4,0,37.6,testing
OBX_4A,4,2020-10-10,48,2,0,67.4,testing
OBX_4B,4,2020-10-10,48,2,0,41.1,testing
Stump_1,4,2020-10-10,48,2,0,79.9,testing
OBX_9B,4,2020-10-10,48,3.11,0,62.8,testing
BS_14,2.5,2020-10-10,48,3,0,82.7,testing
OBX_9A,4,2020-10-10,48,3.6,0,87.2,testing
OBX_10A,4,2020-10-10,48,4,0,43.1,testing
NR_8B,3,2020-10-10,48,4,0,37.7,testing
NR_6,1.5,2020-10-10,48,4,0,40.9,testing
BS_1,2.5,2020-10-10,48,3,0,47.9,testing
BS_10,2.5,2020-10-10,48,3,0,72.3,testing
PAM_1,4,2020-10-10,72,46.66,0.41,76.2,testing
Pungo_1,4,2020-10-10,72,46.61,0.39,66.6,testing
Hyde_6,4,2020-10-10,72,45.99,0.37,76.1,testing
OBX_3,4,2020-10-10,72,43,0.27,59.8,testing
Bruns_1,1,2020-10-10,72,34.8,0.14,67.7,testing
Bruns_2,1,2020-10-10,72,35,0.12,61.7,testing
Bruns_7,1,2020-10-10,72,34,0.1,64.5,testing
Bruns_8,4,2020-10-10,72,31.14,0.08,58.4,testing
NHP_2,3,2020-10-10,72,32.03,0.11,25.5,testing
PAM_6A,4,2020-10-10,72,46,0.38,60.7,testing
NR_5,1.5,2020-10-10,72,45,0.16,61.6,testing
NR_9,4,2020-10-10,72,44.42,0.16,41.5,testing
JB_1A,2,2020-10-10,72,44,0.14,61.8,testing
CL_3,4,2020-10-10,72,43.6,0.15,27.1,testing
Bruns_3,1.5,2020-10-10,72,35,0.12,28.2,testing
Bruns_4A,2,2020-10-10,72,34.33,0.12,22.4,testing
NH_1,2,2020-10-10,72,32,0.1,57.7,testing
NH_5,3,2020-10-10,72,32.69,0.11,38.9,testing
NH_7,2,2020-10-10,72,32,0.12,85.3,testing
PND_2,3,2020-10-10,72,32,0.11,49.6,testing
PND_4,3,2020-10-10,72,31.59,0.12,37.7,testing
PND_3,2.5,2020-10-10,72,31.8,0.12,44.8,testing
NHP_1,2.5,2020-10-10,72,32.5,0.11,21.7,testing
Onsl_6A,1.5,2020-10-10,72,50,0.27,53.6,testing
MU_2,1.5,2020-10-10,72,49,0.27,63.4,testing
MU_3,3,2020-10-10,72,49,0.26,85.1,testing
MU_1,1.5,2020-10-10,72,49,0.27,49.5,testing
MU_4,1.5,2020-10-10,72,49,0.27,42.3,testing
MU_6B,3,2020-10-10,72,49,0.27,65.9,testing
MU_6C,3,2020-10-10,72,49,0.26,52.4,testing
MU_8,1.5,2020-10-10,72,49,0.23,66.7,testing
MU_5B,1.5,2020-10-10,72,48.92,0.26,40,testing
MU_9,3,2020-10-10,72,48.98,0.23,23.3,testing
MU_6A,3,2020-10-10,72,48.67,0.25,69.4,testing
MU_15A,1.5,2020-10-10,72,48,0.23,60.5,testing
MU_16A,2,2020-10-10,72,48,0.23,51.7,testing
MU_17,3,2020-10-10,72,48,0.22,43.1,testing
BS_13B,3,2020-10-10,72,46,0.18,98.5,testing
BS_6,3,2020-10-10,72,47,0.21,94.2,testing
BS_7,2.5,2020-10-10,72,47,0.2,38.2,testing
BS_15,3,2020-10-10,72,45.33,0.18,91.1,testing
PAM_6B,4,2020-10-10,72,46,0.38,38.8,testing
OBX_1,4,2020-10-10,72,43,0.3,30.9,testing
PAM_2,4,2020-10-10,72,46,0.39,83.1,testing
PAM_4,4,2020-10-10,72,46,0.38,88.4,testing
PAM_5,4,2020-10-10,72,45.87,0.36,71.9,testing
Hyde_3,4,2020-10-10,72,45.11,0.34,22.7,testing
Neuse_2,4,2020-10-10,72,45.11,0.2,94.3,testing
Neuse_3,4,2020-10-10,72,45,0.2,53.2,testing
Neuse_6,4,2020-10-10,72,44.08,0.16,42.4,testing
Neuse_4,4,2020-10-10,72,45.13,0.23,68,testing
Neuse_1,4,2020-10-10,72,45.5,0.27,44.3,testing
Neuse_8,4,2020-10-10,72,44.51,0.19,98.7,testing
PAM_3,4,2020-10-10,72,46,0.4,73.5,testing
Hyde_5,4,2020-10-10,72,46,0.39,21.6,testing
Hyde_4,4,2020-10-10,72,46,0.37,41.6,testing
Hyde_2,4,2020-10-10,72,44.38,0.3,73.6,testing
Hyde_1,4,2020-10-10,72,44,0.26,45.1,testing
LS_1,4,2020-10-10,72,44.04,0.25,42,testing
OBX_2,4,2020-10-10,72,43.45,0.3,37.6,testing
OBX_5A,4,2020-10-10,72,41.04,0.18,30.7,testing
OBX_6,4,2020-10-10,72,39.86,0.14,93.9,testing
OBX_5,4,2020-10-10,72,42.34,0.21,61.8,testing
CL_4B,4,2020-10-10,72,43,0.13,64.5,testing
CL_2,4,2020-10-10,72,43.04,0.15,90.6,testing
OBX_7,4,2020-10-10,72,39.67,0.12,84.3,testing
OBX_8,4,2020-10-10,72,42.47,0.14,52.5,testing
OBX_10B,4,2020-10-10,72,43.09,0.13,49.2,testing
CL_1,4,2020-10-10,72,43.03,0.15,45.2,testing
NB_4,2,2020-10-10,72,44,0.13,29.4,testing
NB_3,2,2020-10-10,72,44,0.13,31.6,testing
NB_1,1.5,2020-10-10,72,44,0.14,20.6,testing
NB_2,2,2020-10-10,72,44,0.13,67.9,testing
NB_5,4,2020-10-10,72,43.78,0.13,40.3,testing
JB_2,2,2020-10-10,72,44,0.14,90.6,testing
JB_1,2,2020-10-10,72,44,0.14,66,testing
NR_2,1.5,2020-10-10,72,44.21,0.15,88.1,testing
NR_8A,3,2020-10-10,72,44,0.15,92.2,testing
NR_10,4,2020-10-10,72,43.84,0.14,50.5,testing
JB_4,4,2020-10-10,72,43.97,0.13,98,testing
NR_3,1.5,2020-10-10,72,45,0.16,40.8,testing
NR_4,1.5,2020-10-10,72,44.1,0.15,28.3,testing
NR_7,1.5,2020-10-10,72,44,0.13,56.2,testing
NPT_1,1,2020-10-10,72,46,0.18,42.2,testing
NPT_2A,1,2020-10-10,72,46,0.18,52.3,testing
NPT_2B,1,2020-10-10,72,46,0.18,53.7,testing
NPT_4,1.5,2020-10-10,72,45.5,0.17,68,testing
NPT_5,1.5,2020-10-10,72,45.39,0.17,91.8,testing
Bruns_3A,1.5,2020-10-10,72,35,0.12,84.1,testing
Bruns_4,2.5,2020-10-10,72,35,0.12,35.9,testing
Bruns_5,2,2020-10-10,72,0,0,78.5,testing
Bruns_6,2,2020-10-10,72,33.89,0.1,33.7,testing
NH_2,2,2020-10-10,72,32,0.1,68.2,testing
NH_4,2.5,2020-10-10,72,33,0.11,49.4,testing
PND_1,2.5,2020-10-10,72,32,0.11,83.8,testing
PND_5,2.5,2020-10-10,72,31.62,0.12,50,testing
PND_6,3,2020-10-10,72,31.54,0.12,63.3,testing
Onsl_7,1.5,2020-10-10,72,31,0.12,34.5,testing
Onsl_6B,1.5,2020-10-10,72,48,0.25,65.9,testing
Onsl_5,1.5,2020-10-10,72,49,0.26,90.7,testing
Onsl_4,1.5,2020-10-10,72,49,0.26,42.1,testing
Onsl_1,3,2020-10-10,72,50,0.28,34,testing
MU_5A,1.5,2020-10-10,72,49,0.27,38,testing
MU_7,1.5,2020-10-10,72,49,0.23,48.1,testing
MU_10,3,2020-10-10,72,48.72,0.23,53.6,testing
MU_11,1,2020-10-10,72,48.75,0.23,48.9,testing
MU_12,1.5,2020-10-10,72,48.75,0.23,42.4,testing
MU_14,3,2020-10-10,72,48,0.23,89.9,testing
MU_15,1.5,2020-10-10,72,48,0.22,38.3,testing
MU_16B,2,2020-10-10,72,48,0.22,98.1,testing
BS_2,3,2020-10-10,72,47.67,0.22,77.8,testing
BS_4,3,2020-10-10,72,47,0.21,81.7,testing
BS_3,2.5,2020-10-10,72,47,0.21,61.3,testing
BS_5,2.5,2020-10-10,72,47,0.21,43.8,testing
BS_8,2.5,2020-10-10,72,47,0.2,61.7,testing
BS_9,3,2020-10-10,72,46.8,0.2,90.5,testing
BS_11,3,2020-10-10,72,46.33,0.2,21.7,testing
BS_13,3,2020-10-10,72,46,0.18,78,testing
BS_12,2.5,2020-10-10,72,46,0.18,66.8,testing
MU_13,3,2020-10-10,72,48,0.23,57.6,testing
Neuse_7,4,2020-10-10,72,43.99,0.16,94.1,testing
JB_3,4,2020-10-10,72,44,0.13,90.6,testing
PAM_6,4,2020-10-10,72,46,0.36,90.6,testing
PAM_7,4,2020-10-10,72,45.37,0.36,82.5,testing
NB_6,4,2020-10-10,72,43.85,0.13,93.6,testing
NPT_3,1.5,2020-10-10,72,45.78,0.18,73.6,testing
NH_6,2,2020-10-10,72,33,0.1,59.2,testing
NR_1,1.5,2020-10-10,72,44.04,0.15,62.4,testing
Sandy_1,4,2020-10-10,72,43,0.25,70.8,testing
Onsl_2,3,2020-10-10,72,49.86,0.28,40.5,testing
NH_3,3,2020-10-10,72,32,0.1,66.1,testing
Onsl_3,3,2020-10-10,72,49,0.27,89.4,testing
CL_4A,4,2020-10-10,72,43.12,0.14,80.5,testing
OBX_4A,4,2020-10-10,72,43.1,0.28,26.5,testing
OBX_4B,4,2020-10-10,72,43.05,0.26,84.8,testing
Stump_1,4,2020-10-10,72,43,0.27,80.5,testing
OBX_9B,4,2020-10-10,72,41.97,0.19,61.7,testing
BS_14,2.5,2020-10-10,72,46,0.18,30.9,testing
OBX_9A,4,2020-10-10,72,43.72,0.22,50.6,testing
OBX_10A,4,2020-10-10,72,44.37,0.24,88,testing
NR_8B,3,2020-10-10,72,44,0.14,64.8,testing
NR_6,1.5,2020-10-10,72,44,0.15,20.9,testing
BS_1,2.5,2020-10-10,72,47.92,0.22,78.7,testing
BS_10,2.5,2020-10-10,72,46.25,0.19,62.1,testing
PAM_1,4,2020-10-11,24,0,0,26.3,testing
Pungo_1,4,2020-10-11,24,0,0,51.1,testing
Hyde_6,4,2020-10-11,24,0,0,94.5,testing
OBX_3,4,2020-10-11,24,0,0,97.9,testing
Bruns_1,1,2020-10-11,24,1,0,42.3,testing
Bruns_2,1,2020-10-11,24,1,0,32.6,testing
Bruns_7,1,2020-10-11,24,1,0,24.3,testing
Bruns_8,4,2020-10-11,24,2,0,25.8,testing
NHP_2,3,2020-10-11,24,1,0,54.7,testing
PAM_6A,4,2020-10-11,24,0,0,35.3,testing
NR_5,1.5,2020-10-11,24,0,0,58.2,testing
NR_9,4,2020-10-11,24,0,0,75,testing
JB_1A,2,2020-10-11,24,0,0,35.5,testing
CL_3,4,2020-10-11,24,0,0,90.3,testing
Bruns_3,1.5,2020-10-11,24,1,0,20.9,testing
Bruns_4A,2,2020-10-11,24,1,0,32.9,testing
NH_1,2,2020-10-11,24,1,0,99.6,testing
NH_5,3,2020-10-11,24,1,0,30.2,testing
NH_7,2,2020-10-11,24,1,0,71.1,testing
PND_2,3,2020-10-11,24,1,0,50.3,testing
PND_4,3,2020-10-11,24,1,0,38.7,testing
PND_3,2.5,2020-10-11,24,1,0,91.4,testing
NHP_1,2.5,2020-10-11,24,1,0,39.2,testing
Onsl_6A,1.5,2020-10-11,24,0,0,71.8,testing
MU_2,1.5,2020-10-11,24,0,0,74.3,testing
MU_3,3,2020-10-11,24,0,0,80.6,testing
MU_1,1.5,2020-10-11,24,0,0,70.1,testing
MU_4,1.5,2020-10-11,24,0,0,85.1,testing
MU_6B,3,2020-10-11,24,0,0,91.6,testing
MU_6C,3,2020-10-11,24,0,0,70.1,testing
MU_8,1.5,2020-10-11,24,0,0,26.7,testing
MU_5B,1.5,2020-10-11,24,0,0,81.8,testing
MU_9,3,2020-10-11,24,0,0,44.6,testing
MU_6A,3,2020-10-11,24,0,0,52.5,testing
MU_15A,1.5,2020-10-11,24,0,0,72.5,testing
MU_16A,2,2020-10-11,24,0,0,31,testing
MU_17,3,2020-10-11,24,0,0,36.4,testing
BS_13B,3,2020-10-11,24,0,0,79.9,testing
BS_6,3,2020-10-11,24,0,0,88.5,testing
BS_7,2.5,2020-10-11,24,0,0,65.2,testing
BS_15,3,2020-10-11,24,0,0,34.6,testing
PAM_6B,4,2020-10-11,24,0,0,33.2,testing
OBX_1,4,2020-10-11,24,0,0,70.3,testing
PAM_2,4,2020-10-11,24,0,0,22.5,testing
PAM_4,4,2020-10-11,24,0,0,54.6,testing
PAM_5,4,2020-10-11,24,0,0,49.9,testing
Hyde_3,4,2020-10-11,24,0,0,68.5,testing
Neuse_2,4,2020-10-11,24,0,0,59.2,testing
Neuse_3,4,2020-10-11,24,0,0,66,testing
Neuse_6,4,2020-10-11,24,0,0,21.6,testing
Neuse_4,4,2020-10-11,24,0,0,81.8,testing
Neuse_1,4,2020-10-11,24,0,0,62.7,testing
Neuse_8,4,2020-10-11,24,0,0,73.1,testing
PAM_3,4,2020-10-11,24,0,0,78,testing
Hyde_5,4,2020-10-11,24,0,0,63.4,testing
Hyde_4,4,2020-10-11,24,0,0,90.3,testing
Hyde_2,4,2020-10-11,24,0,0,99,testing
Hyde_1,4,2020-10-11,24,0,0,62.4,testing
LS_1,4,2020-10-11,24,0,0,86.8,testing
OBX_2,4,2020-10-11,24,0,0,72.3,testing
OBX_5A,4,2020-10-11,24,0,0,90.7,testing
OBX_6,4,2020-10-11,24,0,0,84.7,testing
OBX_5,4,2020-10-11,24,0,0,88.4,testing
CL_4B,4,2020-10-11,24,0,0,99.6,testing
CL_2,4,2020-10-11,24,0,0,31,testing
OBX_7,4,2020-10-11,24,0,0,56.6,testing
OBX_8,4,2020-10-11,24,0,0,44.9,testing
OBX_10B,4,2020-10-11,24,0,0,32.4,testing
CL_1,4,2020-10-11,24,0,0,44.1,testing
NB_4,2,2020-10-11,24,0,0,20.7,testing
NB_3,2,2020-10-11,24,0,0,93.6,testing
NB_1,1.5,2020-10-11,24,0,0,47.5,testing
NB_2,2,2020-10-11,24,0,0,56.4,testing
NB_5,4,2020-10-11,24,0,0,31,testing
JB_2,2,2020-10-11,24,0,0,80.4,testing
JB_1,2,2020-10-11,24,0,0,38.3,testing
NR_2,1.5,2020-10-11,24,0,0,68.6,testing
NR_8A,3,2020-10-11,24,0,0,34.1,testing
NR_10,4,2020-10-11,24,0,0,33,testing
JB_4,4,2020-10-11,24,0,0,73.5,testing
NR_3,1.5,2020-10-11,24,0,0,64.6,testing
NR_4,1.5,2020-10-11,24,0,0,41.7,testing
NR_7,1.5,2020-10-11,24,0,0,49.2,testing
NPT_1,1,2020-10-11,24,0,0,98,testing
NPT_2A,1,2020-10-11,24,0,0,38.7,testing
NPT_2B,1,2020-10-11,24,0,0,82.8,testing
NPT_4,1.5,2020-10-11,24,0,0,66.5,testing
NPT_5,1.5,2020-10-11,24,0,0,33.5,testing
Bruns_3A,1.5,2020-10-11,24,1,0,36.3,testing
Bruns_4,2.5,2020-10-11,24,1,0,76.1,testing
Bruns_5,2,2020-10-11,24,0,0,99.3,testing
Bruns_6,2,2020-10-11,24,1,0,21.1,testing
NH_2,2,2020-10-11,24,1,0,81.1,testing
NH_4,2.5,2020-10-11,24,1,0,98.1,testing
PND_1,2.5,2020-10-11,24,1,0,36.8,testing
PND_5,2.5,2020-10-11,24,1,0,41.3,testing
PND_6,3,2020-10-11,24,1,0,45.7,testing
Onsl_7,1.5,2020-10-11,24,1,0,48.5,testing
Onsl_6B,1.5,2020-10-11,24,0.08,0,45.3,testing
Onsl_5,1.5,2020-10-11,24,0,0,39,testing
Onsl_4,1.5,2020-10-11,24,0,0,42.6,testing
Onsl_1,3,2020-10-11,24,0,0,80.7,testing
MU_5A,1.5,2020-10-11,24,0,0,20,testing
MU_7,1.5,2020-10-11,24,0,0,92,testing
MU_10,3,2020-10-11,24,0,0,95.8,testing
MU_11,1,2020-10-11,24,0,0,59.2,testing
MU_12,1.5,2020-10-11,24,0,0,48.7,testing
MU_14,3,2020-10-11,24,0,0,66.8,testing
MU_15,1.5,2020-10-11,24,0,0,76.2,testing
MU_16B,2,2020-10-11,24,0,0,54.2,testing
BS_2,3,2020-10-11,24,0,0,99.2,testing
BS_4,3,2020-10-11,24,0,0,38.4,testing
BS_3,2.5,2020-10-11,24,0,0,92.6,testing
BS_5,2.5,2020-10-11,24,0,0,85.5,testing
BS_8,2.5,2020-10-11,24,0,0,83.6,testing
BS_9,3,2020-10-11,24,0,0,24.7,testing
BS_11,3,2020-10-11,24,0,0,76.4,testing
BS_13,3,2020-10-11,24,0,0,25.8,testing
BS_12,2.5,2020-10-11,24,0,0,69.9,testing
MU_13,3,2020-10-11,24,0,0,93.5,testing
Neuse_7,4,2020-10-11,24,0,0,52.4,testing
JB_3,4,2020-10-11,24,0,0,22.8,testing
PAM_6,4,2020-10-11,24,0,0,63.5,testing
PAM_7,4,2020-10-11,24,0,0,59.3,testing
NB_6,4,2020-10-11,24,0,0,85.9,testing
NPT_3,1.5,2020-10-11,24,0,0,65,testing
NH_6,2,2020-10-11,24,1,0,21.5,testing
NR_1,1.5,2020-10-11,24,0,0,20.6,testing
Sandy_1,4,2020-10-11,24,0,0,22.6,testing
Onsl_2,3,2020-10-11,24,0,0,42.8,testing
NH_3,3,2020-10-11,24,1,0,31.8,testing
Onsl_3,3,2020-10-11,24,0,0,59.8,testing
CL_4A,4,2020-10-11,24,0,0,47.2,testing
OBX_4A,4,2020-10-11,24,0,0,20.2,testing
OBX_4B,4,2020-10-11,24,0,0,96,testing
Stump_1,4,2020-10-11,24,0,0,57.4,testing
OBX_9B,4,2020-10-11,24,0,0,57.6,testing
BS_14,2.5,2020-10-11,24,0,0,84.6,testing
OBX_9A,4,2020-10-11,24,0,0,59.5,testing
OBX_10A,4,2020-10-11,24,0,0,87.9,testing
NR_8B,3,2020-10-11,24,0,0,91.2,testing
NR_6,1.5,2020-10-11,24,0,0,72.9,testing
BS_1,2.5,2020-10-11,24,0,0,22.5,testing
BS_10,2.5,2020-10-11,24,0,0,46.3,testing
PAM_1,4,2020-10-11,48,4,0,25.4,testing
Pungo_1,4,2020-10-11,48,4,0,88.3,testing
Hyde_6,4,2020-10-11,48,4,0,43.7,testing
OBX_3,4,2020-10-11,48,2,0,33.2,testing
Bruns_1,1,2020-10-11,48,8,0,47.4,testing
Bruns_2,1,2020-10-11,48,7,0,99.8,testing
Bruns_7,1,2020-10-11,48,7,0,57.9,testing
Bruns_8,4,2020-10-11,48,7,0,99.3,testing
NHP_2,3,2020-10-11,48,7,0,70.5,testing
PAM_6A,4,2020-10-11,48,4,0,50.1,testing
NR_5,1.5,2020-10-11,48,4,0,27.4,testing
NR_9,4,2020-10-11,48,4,0,61.5,testing
JB_1A,2,2020-10-11,48,4,0,43.4,testing
